user_id,anime_id,user_rating,name,genre,type,episodes,anime_avg_rating,members,image_url
30631,5205,8,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),Action,Movie,1,8.57,95658,https://cdn.myanimelist.net/images/anime/9/56619.jpg
48821,401,9,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Samurai,OVA,2,8.1,49454,https://cdn.myanimelist.net/images/anime/1971/90877.jpg
27558,94,7,Mobile Suit Gundam Seed Destiny,Sci-Fi,TV,50,7.36,65896,https://cdn.myanimelist.net/images/anime/1700/91080.jpg
27958,8407,9,Sora no Otoshimono: Forte,Harem,TV,12,7.86,146697,https://cdn.myanimelist.net/images/anime/11/50309.jpg
73050,16528,10,Hal,Shoujo,Movie,1,7.74,50812,https://cdn.myanimelist.net/images/anime/6/46549.jpg
28416,10611,7,R-15,Comedy,TV,12,6.7,53617,https://cdn.myanimelist.net/images/anime/9/33029.jpg
50711,3247,9,Love Hina Final Selection,Comedy,OVA,1,7.32,21824,https://cdn.myanimelist.net/images/anime/10/82633.jpg
73455,4214,7,Rosario to Vampire Capu2,Vampire,TV,13,7.24,203958,https://cdn.myanimelist.net/images/anime/6/25093.jpg
38235,32,8,Neon Genesis Evangelion: The End of Evangelion,Sci-Fi,Movie,1,8.45,215630,https://cdn.myanimelist.net/images/anime/1404/98182.jpg
8780,23283,7,Zankyou no Terror,Thriller,TV,11,8.26,342893,https://cdn.myanimelist.net/images/anime/1417/117422.jpg
7327,9734,10,K-On!!: Keikaku!,Slice of Life,Special,1,7.89,50496,https://cdn.myanimelist.net/images/anime/7/26965.jpg
55972,30307,7,Monster Musume no Iru Nichijou,Romance,TV,12,7.39,181845,https://cdn.myanimelist.net/images/anime/9/75104.jpg
6733,11597,10,Nisemonogatari,Comedy,TV,11,8.21,260062,https://cdn.myanimelist.net/images/anime/1044/103654.jpg
46109,5630,8,Higashi no Eden,Drama,TV,11,8.03,276593,https://cdn.myanimelist.net/images/anime/9/15033.jpg
58259,1818,7,Claymore,Adventure,TV,26,7.92,316853,https://cdn.myanimelist.net/images/anime/3/21834.jpg
62843,28,10,Yakitate!! Japan,Comedy,TV,69,8.05,50876,https://cdn.myanimelist.net/images/anime/3/76432.jpg
17319,4063,7,Sekirei,Comedy,TV,12,7.4,182713,https://cdn.myanimelist.net/images/anime/10/15182.jpg
50720,6201,6,Princess Lover!,Comedy,TV,12,7.03,104098,https://cdn.myanimelist.net/images/anime/7/75519.jpg
6765,1816,4,Sonic X,Shounen,TV,78,6.54,28296,https://cdn.myanimelist.net/images/anime/1801/121070.jpg
43159,97,8,Last Exile,Adventure,TV,26,7.94,104193,https://cdn.myanimelist.net/images/anime/7/10888.jpg
48377,3783,9,Kara no Kyoukai 3: Tsuukaku Zanryuu,Mystery,Movie,1,8.21,108720,https://cdn.myanimelist.net/images/anime/4/21735.jpg
68617,530,6,Bishoujo Senshi Sailor Moon,Magic,TV,46,7.71,146521,https://cdn.myanimelist.net/images/anime/1440/92258.jpg
46129,22135,8,Ping Pong The Animation,Psychological,TV,11,8.67,97187,https://cdn.myanimelist.net/images/anime/1586/146565.jpg
47071,6444,9,Tegamibachi,Adventure,TV,25,7.76,70987,https://cdn.myanimelist.net/images/anime/9/71808.jpg
7988,24,8,School Rumble,School,TV,26,8.06,178553,https://cdn.myanimelist.net/images/anime/1465/142014.jpg
69770,24227,7,Nisekoi OVA,Comedy,OVA,3,7.57,65287,https://cdn.myanimelist.net/images/anime/2/71754.jpg
31548,5030,8,Maria†Holic,Shoujo Ai,TV,12,7.18,104663,https://cdn.myanimelist.net/images/anime/1240/111304.jpg
27270,1535,9,Death Note,Police,TV,37,8.71,1013917,https://cdn.myanimelist.net/images/anime/1079/138100.jpg
22467,2759,8,Evangelion: 1.0 You Are (Not) Alone,Mecha,Movie,1,8.21,194561,https://cdn.myanimelist.net/images/anime/7/74975.jpg
6420,17074,6,Monogatari Series: Second Season,Vampire,TV,26,8.8,205959,https://cdn.myanimelist.net/images/anime/1807/121534.jpg
49890,43,9,Ghost in the Shell,Police,Movie,1,8.34,223036,https://cdn.myanimelist.net/images/anime/10/82594.jpg
40602,3712,8,Zero no Tsukaima: Princesses no Rondo,Romance,TV,12,7.6,210891,https://cdn.myanimelist.net/images/anime/6/10256.jpg
21695,181,5,Vandread: The Second Stage,Space,TV,13,7.54,36264,https://cdn.myanimelist.net/images/anime/4/75447.jpg
23885,10863,10,Steins;Gate: Oukoubakko no Poriomania,Thriller,Special,1,8.46,159548,https://cdn.myanimelist.net/images/anime/1805/123188.jpg
22258,853,7,Ouran Koukou Host Club,Romance,TV,26,8.39,422271,https://cdn.myanimelist.net/images/anime/2/71992.jpg
43456,9919,10,Ao no Exorcist,Supernatural,TV,25,7.92,583823,https://cdn.myanimelist.net/images/anime/10/75195.jpg
51677,897,5,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,Sci-Fi,Movie,1,6.84,51924,https://cdn.myanimelist.net/images/anime/1620/93667.jpg
66529,2993,6,Rosario to Vampire,Harem,TV,13,7.14,299278,https://cdn.myanimelist.net/images/anime/12/75242.jpg
15892,12471,8,Eureka Seven AO,Sci-Fi,TV,24,6.88,56453,https://cdn.myanimelist.net/images/anime/1964/150161.jpg
49420,1311,6,Chobits Recap,Ecchi,Special,1,7.09,29986,https://cdn.myanimelist.net/images/anime/10/22857.jpg
24085,10030,8,Bakuman. 2nd Season,Drama,TV,25,8.53,151561,https://cdn.myanimelist.net/images/anime/3/34923.jpg
59362,329,8,Planetes,Drama,TV,26,8.38,105044,https://cdn.myanimelist.net/images/anime/1209/142900.jpg
4948,1931,8,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,Fantasy,Movie,1,7.29,2861,https://cdn.myanimelist.net/images/anime/1480/142445.jpg
44468,13161,9,Hagure Yuusha no Aesthetica,Super Power,TV,12,7.25,156044,https://cdn.myanimelist.net/images/anime/9/74047.jpg
32442,6919,9,X-Men,Action,TV,12,6.51,15653,https://cdn.myanimelist.net/images/anime/1472/121994.jpg
67981,4618,7,RideBack,Drama,TV,12,7.38,32835,https://cdn.myanimelist.net/images/anime/1834/133855.jpg
2418,31452,9,Norn9: Norn+Nonet,Romance,TV,12,6.65,38139,https://cdn.myanimelist.net/images/anime/4/77974.jpg
20643,30,8,Neon Genesis Evangelion,Action,TV,26,8.32,461946,https://cdn.myanimelist.net/images/anime/1314/108941.jpg
65304,20507,10,Noragami,Supernatural,TV,12,8.17,515378,https://cdn.myanimelist.net/images/anime/1886/128266.jpg
27040,10933,7,R-15 OVA,Harem,OVA,1,6.88,12334,https://cdn.myanimelist.net/images/anime/5/30175.jpg
24338,3588,8,Soul Eater,Shounen,TV,51,8.08,580184,https://cdn.myanimelist.net/images/anime/1071/149486.jpg
61407,88,7,Mobile Suit Gundam F91,Mecha,Movie,1,6.9,13456,https://cdn.myanimelist.net/images/anime/1637/95288.jpg
30725,6895,7,Hakuouki,Drama,TV,12,7.57,90612,https://cdn.myanimelist.net/images/anime/3/71800.jpg
10639,550,5,Yu☆Gi☆Oh!,Fantasy,TV,27,7.29,89243,https://cdn.myanimelist.net/images/anime/4/47487.jpg
30509,93,6,Mobile Suit Gundam Seed,Sci-Fi,TV,50,7.93,96973,https://cdn.myanimelist.net/images/anime/1792/91081.jpg
2296,237,10,Eureka Seven,Drama,TV,50,8.19,239570,https://cdn.myanimelist.net/images/anime/12/34443.jpg
24264,1195,9,Zero no Tsukaima,Harem,TV,13,7.62,346828,https://cdn.myanimelist.net/images/anime/8/20680.jpg
66559,32,10,Neon Genesis Evangelion: The End of Evangelion,Mecha,Movie,1,8.45,215630,https://cdn.myanimelist.net/images/anime/1404/98182.jpg
61561,1689,9,Byousoku 5 Centimeter,Slice of Life,Movie,3,8.1,324035,https://cdn.myanimelist.net/images/anime/1410/112994.jpg
35403,9135,8,Fullmetal Alchemist: The Sacred Star of Milos,Comedy,Movie,1,7.5,87944,https://cdn.myanimelist.net/images/anime/2/29550.jpg
35702,11757,6,Sword Art Online,Romance,TV,25,7.83,893100,https://cdn.myanimelist.net/images/anime/11/39717.jpg
65844,15225,9,Hentai Ouji to Warawanai Neko.,Romance,TV,12,7.46,201735,https://cdn.myanimelist.net/images/anime/3/75788.jpg
17427,2273,7,Mobile Suit Gundam Wing: Endless Waltz Movie,Space,Movie,1,7.94,35711,https://cdn.myanimelist.net/images/anime/1907/139447.jpg
47206,6547,10,Angel Beats!,School,TV,13,8.39,717796,https://cdn.myanimelist.net/images/anime/1244/111115.jpg
12596,11111,6,Another,Mystery,TV,12,7.88,534657,https://cdn.myanimelist.net/images/anime/4/75509.jpg
57450,73,8,Full Metal Panic! The Second Raid,Military,TV,13,8.06,155340,https://cdn.myanimelist.net/images/anime/11/75261.jpg
2947,9135,6,Fullmetal Alchemist: The Sacred Star of Milos,Action,Movie,1,7.5,87944,https://cdn.myanimelist.net/images/anime/2/29550.jpg
20283,7870,8,Baka to Test to Shoukanjuu Specials,Magic,Special,6,7.49,29923,https://cdn.myanimelist.net/images/anime/8/67315.jpg
68703,16524,9,Suisei no Gargantia,Adventure,TV,13,7.64,170754,https://cdn.myanimelist.net/images/anime/11/48817.jpg
55876,5114,10,Fullmetal Alchemist: Brotherhood,Magic,TV,64,9.26,793665,https://cdn.myanimelist.net/images/anime/1208/94745.jpg
2700,1691,7,Kaze no Stigma,Shounen,TV,24,7.5,205338,https://cdn.myanimelist.net/images/anime/1558/100478.jpg
10536,12729,7,High School DxD OVA,Demons,OVA,2,7.47,91154,https://cdn.myanimelist.net/images/anime/13/63561.jpg
6229,1392,7,Future GPX Cyber Formula 11,Shounen,OVA,6,7.52,1116,https://cdn.myanimelist.net/images/anime/1686/117415.jpg
1530,30178,5,Tiger &amp; Bunny Recaps,Mystery,OVA,2,6.34,516,https://cdn.myanimelist.net/images/anime/13/29466.jpg
27187,30,10,Neon Genesis Evangelion,Psychological,TV,26,8.32,461946,https://cdn.myanimelist.net/images/anime/1314/108941.jpg
17302,94,7,Mobile Suit Gundam Seed Destiny,Sci-Fi,TV,50,7.36,65896,https://cdn.myanimelist.net/images/anime/1700/91080.jpg
43676,31821,7,Arslan Senki (TV): Fuujin Ranbu,Fantasy,TV,8,7.7,53577,https://cdn.myanimelist.net/images/anime/1395/148975.jpg
52477,19647,9,Hajime no Ippo: Rising,Sports,TV,25,8.68,66756,https://cdn.myanimelist.net/images/anime/6/56147.jpg
22894,8425,9,Gosick,Drama,TV,24,8.23,232113,https://cdn.myanimelist.net/images/anime/11/27906.jpg
69177,11757,7,Sword Art Online,Game,TV,25,7.83,893100,https://cdn.myanimelist.net/images/anime/11/39717.jpg
67090,249,10,InuYasha,Comedy,TV,167,7.89,281632,https://cdn.myanimelist.net/images/anime/1589/95329.jpg
51084,161,8,Peace Maker Kurogane,Historical,TV,24,7.43,35123,https://cdn.myanimelist.net/images/anime/10/77408.jpg
3341,9367,7,Freezing,Drama,TV,12,7.2,159273,https://cdn.myanimelist.net/images/anime/10/28535.jpg
30921,10790,9,Kore wa Zombie Desu ka? of the Dead,Supernatural,TV,10,7.78,180032,https://cdn.myanimelist.net/images/anime/4/37451.jpg
23159,10080,9,Kami nomi zo Shiru Sekai II,Comedy,TV,12,8.12,194300,https://cdn.myanimelist.net/images/anime/11/30030.jpg
1967,16201,6,Aku no Hana,Psychological,TV,13,7.22,86669,https://cdn.myanimelist.net/images/anime/8/50559.jpg
51098,1698,7,Nodame Cantabile,Romance,TV,23,8.46,157025,https://cdn.myanimelist.net/images/anime/9/11986.jpg
59362,114,8,Sakigake!! Cromartie Koukou,Comedy,TV,26,8.02,67254,https://cdn.myanimelist.net/images/anime/1782/130913.jpg
30665,10719,5,Boku wa Tomodachi ga Sukunai,Romance,TV,12,7.57,325664,https://cdn.myanimelist.net/images/anime/8/32873.jpg
13555,13663,8,To LOVE-Ru Darkness,Ecchi,TV,12,7.82,135929,https://cdn.myanimelist.net/images/anime/8/42217.jpg
65345,9355,9,Sekirei: Pure Engagement - Kanwa ni Dai,Comedy,Special,1,7.4,26719,https://cdn.myanimelist.net/images/anime/10/75178.jpg
71746,12549,7,"Dakara Boku wa, H ga Dekinai.",Comedy,TV,12,6.96,169615,https://cdn.myanimelist.net/images/anime/4/75102.jpg
52784,129,7,Gensoumaden Saiyuuki,Adventure,TV,50,7.71,31179,https://cdn.myanimelist.net/images/anime/11/75282.jpg
44593,355,3,Shakugan no Shana,Romance,TV,24,7.74,297058,https://cdn.myanimelist.net/images/anime/8/21197.jpg
67433,898,8,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Fantasy,Movie,1,7.24,59207,https://cdn.myanimelist.net/images/anime/1113/121523.jpg
71143,1943,9,Paprika,Mystery,Movie,1,8.15,163308,https://cdn.myanimelist.net/images/anime/1929/93629.jpg
24841,6702,5,Fairy Tail,Magic,TV,175,8.22,584590,https://cdn.myanimelist.net/images/anime/5/18179.jpg
41919,2889,10,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Shounen,Movie,1,7.6,134739,https://cdn.myanimelist.net/images/anime/12/7499.jpg
4512,19815,7,No Game No Life,Comedy,TV,12,8.47,602291,https://cdn.myanimelist.net/images/anime/1074/111944.jpg
1324,14515,7,Sasami-san@Ganbaranai,Romance,TV,12,6.74,55635,https://cdn.myanimelist.net/images/anime/4/53951.jpg
49828,572,10,Kaze no Tani no Nausicaä,Adventure,Movie,1,8.47,143273,https://cdn.myanimelist.net/images/anime/10/75914.jpg
29153,482,8,Yu☆Gi☆Oh!: Duel Monsters GX,Shounen,TV,180,7.23,74331,https://cdn.myanimelist.net/images/anime/6/20873.jpg
72305,225,7,Dragon Ball GT,Super Power,TV,64,6.72,226625,https://cdn.myanimelist.net/images/anime/1262/93119.jpg
40765,452,9,InuYasha: Toki wo Koeru Omoi,Romance,Movie,1,7.69,51354,https://cdn.myanimelist.net/images/anime/1683/94370.jpg
50337,795,7,Oniisama e...,School,TV,39,7.88,11424,https://cdn.myanimelist.net/images/anime/12/18531.jpg
26654,3927,8,Mobile Suit Gundam 00 Second Season,Mecha,TV,25,8.21,86972,https://cdn.myanimelist.net/images/anime/9/12782.jpg
43555,26449,8,Akame ga Kill! Recap,Fantasy,Special,1,6.91,11965,https://cdn.myanimelist.net/images/anime/1567/102409.jpg
61257,19363,8,Gin no Saji 2nd Season,Shounen,TV,11,8.36,67032,https://cdn.myanimelist.net/images/anime/8/57995.jpg
40547,8861,7,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",Drama,TV,12,6.72,173216,https://cdn.myanimelist.net/images/anime/5/76216.jpg
50367,196,6,Onegai☆Twins,School,TV,12,7.05,59164,https://cdn.myanimelist.net/images/anime/1621/100229.jpg
16678,1840,6,Zero no Tsukaima: Futatsuki no Kishi,Action,TV,12,7.73,235684,https://cdn.myanimelist.net/images/anime/2/22740.jpg
11807,3783,8,Kara no Kyoukai 3: Tsuukaku Zanryuu,Action,Movie,1,8.21,108720,https://cdn.myanimelist.net/images/anime/4/21735.jpg
51882,10578,7,C³,School,TV,12,6.88,100425,https://cdn.myanimelist.net/images/anime/13/52125.jpg
469,6324,7,Omamori Himari,Action,TV,12,7.19,119572,https://cdn.myanimelist.net/images/anime/11/22525.jpg
46783,4224,9,Toradora!,School,TV,25,8.45,633817,https://cdn.myanimelist.net/images/anime/13/22128.jpg
25022,2031,7,Shining Tears X Wind,Action,TV,13,6.64,23477,https://cdn.myanimelist.net/images/anime/10/2298.jpg
7249,31980,6,Okusama ga Seitokaichou! OVA,Ecchi,OVA,1,6.88,13602,https://cdn.myanimelist.net/images/anime/12/78265.jpg
39400,6377,10,Zan Sayonara Zetsubou Sensei,Comedy,TV,13,8.01,55402,https://cdn.myanimelist.net/images/anime/2/78774.jpg
29955,21405,8,Bokura wa Minna Kawaisou,School,TV,12,7.9,159793,https://cdn.myanimelist.net/images/anime/1257/145479.jpg
21497,71,8,Full Metal Panic!,Sci-Fi,TV,24,7.81,256325,https://cdn.myanimelist.net/images/anime/2/75259.jpg
43875,31737,7,Gakusen Toshi Asterisk 2nd Season,Romance,TV,12,7.32,101287,https://cdn.myanimelist.net/images/anime/11/79107.jpg
52492,126,8,Futakoi Alternative,Romance,TV,13,7.02,21516,https://cdn.myanimelist.net/images/anime/6/16733.jpg
61428,252,6,Madlax,Military,TV,26,7.17,25995,https://cdn.myanimelist.net/images/anime/12/57237.jpg
40996,291,8,D.C.S.S: Da Capo Second Season,Romance,TV,26,7.15,23364,https://cdn.myanimelist.net/images/anime/8/73937.jpg
40958,23273,9,Shigatsu wa Kimi no Uso,Romance,TV,22,8.92,416397,https://cdn.myanimelist.net/images/anime/1405/143284.jpg
47093,28171,7,Shokugeki no Souma,Shounen,TV,24,8.61,348951,https://cdn.myanimelist.net/images/anime/1444/148976.jpg
15406,18397,10,Shingeki no Kyojin OVA,Shounen,OVA,3,7.88,121063,https://cdn.myanimelist.net/images/anime/9/59221.jpg
598,4722,8,Skip Beat!,Romance,TV,25,8.28,134818,https://cdn.myanimelist.net/images/anime/11/84022.jpg
3353,10162,9,Usagi Drop,Josei,TV,11,8.56,194855,https://cdn.myanimelist.net/images/anime/1460/98853.jpg
18058,28623,9,Koutetsujou no Kabaneri,Fantasy,TV,12,7.39,253027,https://cdn.myanimelist.net/images/anime/12/79164.jpg
69045,19163,10,Date A Live II,Comedy,TV,10,7.5,186187,https://cdn.myanimelist.net/images/anime/1690/141818.jpg
9500,1710,5,Rockman.EXE,Game,TV,56,7.06,19212,https://cdn.myanimelist.net/images/anime/2/26575.jpg
39330,21939,9,Mushishi Zoku Shou,Slice of Life,TV,10,8.8,101351,https://cdn.myanimelist.net/images/anime/13/58533.jpg
5770,23321,6,Log Horizon 2nd Season,Game,TV,25,7.66,215817,https://cdn.myanimelist.net/images/anime/5/68097.jpg
4814,5719,7,Sex Pistols,Yaoi,OVA,2,7.0,15885,https://cdn.myanimelist.net/images/anime/1712/148531.jpg
41987,121,8,Fullmetal Alchemist,Magic,TV,51,8.33,600384,https://cdn.myanimelist.net/images/anime/10/75815.jpg
24244,182,8,Tenkuu no Escaflowne,Mecha,TV,26,7.8,83437,https://cdn.myanimelist.net/images/anime/5/30689.jpg
60413,30,7,Neon Genesis Evangelion,Action,TV,26,8.32,461946,https://cdn.myanimelist.net/images/anime/1314/108941.jpg
71990,28677,9,Yamada-kun to 7-nin no Majo (TV),Shounen,TV,12,7.91,193566,https://cdn.myanimelist.net/images/anime/2/73700.jpg
56560,6880,9,Deadman Wonderland,Sci-Fi,TV,12,7.48,453454,https://cdn.myanimelist.net/images/anime/9/75299.jpg
7219,23327,9,Space☆Dandy 2nd Season,Comedy,TV,13,8.27,60918,https://cdn.myanimelist.net/images/anime/3/64451.jpg
28182,3655,8,Nabari no Ou,Drama,TV,26,7.44,107384,https://cdn.myanimelist.net/images/anime/13/79037.jpg
19050,25517,9,Magic Kaito 1412,Comedy,TV,24,7.95,43545,https://cdn.myanimelist.net/images/anime/3/67807.jpg
58539,1840,9,Zero no Tsukaima: Futatsuki no Kishi,Adventure,TV,12,7.73,235684,https://cdn.myanimelist.net/images/anime/2/22740.jpg
66761,24,6,School Rumble,Romance,TV,26,8.06,178553,https://cdn.myanimelist.net/images/anime/1465/142014.jpg
65299,14345,7,Btooom!,Action,TV,12,7.68,329561,https://cdn.myanimelist.net/images/anime/4/40977.jpg
61236,6045,7,Kimi ni Todoke,Slice of Life,TV,25,8.19,309339,https://cdn.myanimelist.net/images/anime/1502/124384.jpg
60651,597,7,Neko no Ongaeshi,Drama,Movie,1,7.98,92499,https://cdn.myanimelist.net/images/anime/1109/138719.jpg
5474,5205,9,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),Mystery,Movie,1,8.57,95658,https://cdn.myanimelist.net/images/anime/9/56619.jpg
65590,28623,8,Koutetsujou no Kabaneri,Drama,TV,12,7.39,253027,https://cdn.myanimelist.net/images/anime/12/79164.jpg
58487,12967,7,Arcana Famiglia,Shoujo,TV,12,6.43,106391,https://cdn.myanimelist.net/images/anime/9/39495.jpg
23247,32313,6,Concrete Revolutio: Choujin Gensou - The Last Song,Demons,TV,11,7.23,16116,https://cdn.myanimelist.net/images/anime/4/80050.jpg
63995,30544,9,Gakusen Toshi Asterisk,Harem,TV,12,7.14,168657,https://cdn.myanimelist.net/images/anime/5/76034.jpg
5877,4898,10,Kuroshitsuji,Action,TV,24,8.06,424919,https://cdn.myanimelist.net/images/anime/1467/137783.jpg
37870,6418,6,Eyeshield 21: Jump Festa 2005 Special,Shounen,Special,1,6.89,4111,https://cdn.myanimelist.net/images/anime/12/32103.jpg
62161,13271,10,Hunter x Hunter Movie: Phantom Rouge,Super Power,Movie,1,7.39,44589,https://cdn.myanimelist.net/images/anime/6/53073.jpg
51919,451,7,InuYasha: Tenka Hadou no Ken,Demons,Movie,1,7.89,51079,https://cdn.myanimelist.net/images/anime/1658/95332.jpg
33783,16498,8,Shingeki no Kyojin,Super Power,TV,25,8.54,896229,https://cdn.myanimelist.net/images/anime/10/47347.jpg
28545,853,8,Ouran Koukou Host Club,School,TV,26,8.39,422271,https://cdn.myanimelist.net/images/anime/2/71992.jpg
